,league,season,team_x,player_name,nationality,position,age,YOB,MP,Starts,Min,90s_r,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Unnamed: 78,Unnamed: 79,xA,A-xAG,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Live,Dead,FK.1,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp.4,Off,Blocks,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,SCA,SCA90,PassLive,PassDead,TO,Sh.1,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.2,Fld.1,Def.1,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Lost,Blocks.1,Sh.3,Pass,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live.1,Att.5,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.1,PrgDist.1,PrgC.1,1/3,CPA,Mis,Dis,Rec,PrgR.1,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,MP.1,Min.1,Mn/MP,Min%,90s,Starts.1,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,team_id,player_id,league_id,market_value_in_eur,team_y
10,ITA-Serie A,1718,Benevento,Andrea Costa,ITA,DF,31.0,1986.0,16.0,16.0,1375.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,0.1,1.4,15.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.09,0.09,0.09,ITA,DF,31.0,1986.0,15.3,0.0,9.0,0.0,0.0,0.59,0.0,0.0,,8.8,0.0,0.0,0.0,1.3,1.3,0.15,-1.3,-1.3,ITA,DF,31.0,1986.0,15.3,539.0,702.0,76.8,9926.0,4757.0,233.0,260.0,89.6,233.0,287.0,81.2,61.0,131.0,46.6,0.0,0.1,0.4,-0.1,2.0,37.0,6.0,3.0,51.0,ITA,DF,31.0,1986.0,15.3,702.0,658.0,42.0,27.0,1.0,10.0,6.0,15.0,0.0,0.0,0.0,0.0,539.0,2.0,4.0,ITA,DF,31.0,1986.0,15.3,9.0,0.59,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,31.0,1986.0,15.3,19.0,14.0,13.0,6.0,0.0,9.0,19.0,47.4,10.0,21.0,15.0,6.0,37.0,56.0,78.0,2.0,ITA,DF,31.0,1986.0,15.3,869.0,91.0,456.0,395.0,25.0,11.0,869.0,3.0,3.0,100.0,0.0,0.0,470.0,2848.0,1961.0,15.0,7.0,0.0,4.0,1.0,528.0,2.0,ITA,DF,31.0,1986.0,16,1375.0,86.0,40.2,15.3,16,,13.0,0,,5,0.44,11.0,34.0,-23.0,-1.51,-0.27,15.5,30.7,-15.2,-1.0,-0.13,4171,34336,IT1,700000.0,
11,ITA-Serie A,1718,Benevento,Bacary Sagna,FRA,DF,34.0,1983.0,13.0,10.0,957.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,1.5,1.8,17.0,49.0,34.0,0.09,0.0,0.09,0.09,0.09,0.02,0.14,0.17,0.02,0.17,FRA,DF,34.0,1983.0,10.6,1.0,4.0,1.0,25.0,0.38,0.09,0.25,1.0,12.1,0.0,0.0,0.0,0.3,0.3,0.06,0.7,0.7,FRA,DF,34.0,1983.0,10.6,690.0,783.0,88.1,10520.0,3514.0,378.0,403.0,93.8,247.0,278.0,88.8,42.0,64.0,65.6,0.0,1.5,0.6,-1.5,12.0,30.0,5.0,4.0,49.0,FRA,DF,34.0,1983.0,10.6,783.0,688.0,94.0,18.0,0.0,3.0,26.0,75.0,1.0,0.0,1.0,0.0,690.0,1.0,8.0,FRA,DF,34.0,1983.0,10.6,20.0,1.88,14.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,DF,34.0,1983.0,10.6,9.0,7.0,5.0,3.0,1.0,1.0,7.0,14.3,6.0,9.0,2.0,7.0,20.0,29.0,28.0,0.0,FRA,DF,34.0,1983.0,10.6,866.0,40.0,278.0,433.0,157.0,7.0,866.0,6.0,2.0,33.3,4.0,66.7,491.0,2184.0,1137.0,17.0,16.0,0.0,7.0,4.0,596.0,34.0,FRA,DF,34.0,1983.0,13,957.0,74.0,28.0,10.6,10,,9.0,3,,1,0.85,12.0,19.0,-7.0,-0.66,0.95,11.6,17.6,-6.0,-0.56,0.5,4171,26764,IT1,766666.6666666666,
12,ITA-Serie A,1718,Benevento,Berat Djimsiti,ALB,DF,24.0,1993.0,30.0,30.0,2700.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.6,1.7,26.0,90.0,1.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.06,0.03,0.06,ALB,DF,24.0,1993.0,30.0,0.0,9.0,2.0,22.2,0.3,0.07,0.0,0.0,9.9,0.0,0.0,0.0,1.0,1.0,0.12,-1.0,-1.0,ALB,DF,24.0,1993.0,30.0,1423.0,1618.0,87.9,27772.0,10280.0,470.0,513.0,91.6,768.0,830.0,92.5,168.0,233.0,72.1,1.0,0.6,0.5,0.4,3.0,64.0,2.0,0.0,90.0,ALB,DF,24.0,1993.0,30.0,1618.0,1542.0,73.0,62.0,0.0,17.0,1.0,11.0,0.0,0.0,0.0,0.0,1423.0,3.0,8.0,ALB,DF,24.0,1993.0,30.0,22.0,0.73,17.0,1.0,1.0,2.0,1.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,ALB,DF,24.0,1993.0,30.0,32.0,17.0,28.0,4.0,0.0,12.0,30.0,40.0,18.0,37.0,23.0,14.0,62.0,94.0,178.0,1.0,ALB,DF,24.0,1993.0,30.0,1953.0,293.0,1162.0,758.0,46.0,22.0,1953.0,10.0,8.0,80.0,2.0,20.0,1063.0,7610.0,4677.0,26.0,13.0,0.0,8.0,2.0,1247.0,1.0,ALB,DF,24.0,1993.0,30,2700.0,90.0,78.9,30.0,30,,30.0,0,,5,0.7,30.0,61.0,-31.0,-1.03,1.47,30.9,54.1,-23.3,-0.78,0.68,800,165513,IT1,1250000.0,Atalanta BC
13,ITA-Serie A,1718,Benevento,Bright Gyamfi,GHA,DF,21.0,1996.0,9.0,2.0,326.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,5.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,GHA,DF,21.0,1996.0,3.6,0.0,4.0,2.0,50.0,1.1,0.55,0.0,0.0,18.0,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,GHA,DF,21.0,1996.0,3.6,142.0,181.0,78.5,2043.0,712.0,88.0,97.0,90.7,49.0,66.0,74.2,3.0,8.0,37.5,0.0,0.0,0.2,0.0,1.0,6.0,3.0,2.0,8.0,GHA,DF,21.0,1996.0,3.6,181.0,153.0,27.0,2.0,0.0,0.0,11.0,25.0,0.0,0.0,0.0,0.0,142.0,1.0,6.0,GHA,DF,21.0,1996.0,3.6,3.0,0.83,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHA,DF,21.0,1996.0,3.6,2.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,3.0,1.0,2.0,7.0,9.0,8.0,0.0,GHA,DF,21.0,1996.0,3.6,215.0,10.0,61.0,89.0,69.0,8.0,215.0,4.0,3.0,75.0,1.0,25.0,92.0,473.0,273.0,5.0,6.0,0.0,4.0,7.0,122.0,27.0,GHA,DF,21.0,1996.0,9,326.0,36.0,9.5,3.6,2,,2.0,7,,28,0.89,4.0,8.0,-4.0,-1.1,0.26,4.0,7.5,-3.4,-0.95,-0.03,4171,339982,IT1,400000.0,
14,ITA-Serie A,1718,Benevento,Cheick Diabaté,MLI,FW,29.0,1988.0,11.0,7.0,664.0,7.4,8.0,0.0,8.0,8.0,0.0,0.0,1.0,2.0,5.0,5.0,0.1,5.1,5.0,8.0,28.0,1.08,0.0,1.08,1.08,1.08,0.68,0.02,0.69,0.68,0.69,MLI,FW,29.0,1988.0,7.4,8.0,20.0,11.0,55.0,2.71,1.49,0.4,0.73,9.5,0.0,0.0,0.0,5.0,5.0,0.25,3.0,3.0,MLI,FW,29.0,1988.0,7.4,85.0,116.0,73.3,1215.0,133.0,52.0,64.0,81.3,26.0,41.0,63.4,4.0,5.0,80.0,0.0,0.1,0.1,-0.1,2.0,3.0,1.0,0.0,8.0,MLI,FW,29.0,1988.0,7.4,116.0,104.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.0,0.0,MLI,FW,29.0,1988.0,7.4,6.0,0.81,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,MLI,FW,29.0,1988.0,7.4,1.0,1.0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0.0,1.0,6.0,0.0,MLI,FW,29.0,1988.0,7.4,174.0,6.0,10.0,94.0,71.0,24.0,174.0,6.0,0.0,0.0,6.0,100.0,100.0,562.0,161.0,5.0,6.0,4.0,11.0,12.0,143.0,28.0,MLI,FW,29.0,1988.0,11,664.0,60.0,19.4,7.4,7,,5.0,4,,3,1.18,9.0,10.0,-1.0,-0.14,1.5,9.9,11.9,-2.1,-0.28,0.79,4171,78082,IT1,2750000.0,
15,ITA-Serie A,1718,Benevento,Christian Puggioni,ITA,GK,36.0,1981.0,14.0,14.0,1179.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,36.0,1981.0,13.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,ITA,GK,36.0,1981.0,13.1,358.0,480.0,74.6,10523.0,7682.0,48.0,48.0,100.0,167.0,171.0,97.7,143.0,260.0,55.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,ITA,GK,36.0,1981.0,13.1,480.0,316.0,163.0,43.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,1.0,0.0,ITA,GK,36.0,1981.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,36.0,1981.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,ITA,GK,36.0,1981.0,13.1,517.0,460.0,517.0,0.0,0.0,0.0,517.0,0.0,0.0,,0.0,,239.0,1276.0,1008.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,ITA,GK,36.0,1981.0,14,1179.0,84.0,34.5,13.1,14,,13.0,0,,1,0.71,12.0,26.0,-14.0,-1.07,0.42,13.6,22.8,-9.2,-0.7,0.33,1038,48003,IT1,300000.0,UC Sampdoria
16,ITA-Serie A,1718,Sampdoria,Christian Puggioni,ITA,GK,36.0,1981.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,36.0,1981.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,ITA,GK,36.0,1981.0,9.0,227.0,314.0,72.3,6611.0,5325.0,40.0,40.0,100.0,98.0,101.0,97.0,89.0,171.0,52.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,ITA,GK,36.0,1981.0,9.0,314.0,201.0,111.0,33.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,2.0,0.0,ITA,GK,36.0,1981.0,9.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,36.0,1981.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,ITA,GK,36.0,1981.0,9.0,349.0,304.0,348.0,1.0,0.0,0.0,349.0,0.0,0.0,,0.0,,139.0,799.0,567.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,ITA,GK,36.0,1981.0,9,810.0,90.0,23.7,9.0,9,,9.0,0,,13,1.89,18.0,12.0,6.0,0.67,1.01,13.9,14.6,-0.6,-0.07,0.14,1038,48003,IT1,300000.0,UC Sampdoria
17,ITA-Serie A,1718,Benevento,Danilo Cataldi,ITA,MF,22.0,1994.0,29.0,25.0,2282.0,25.4,1.0,4.0,5.0,1.0,0.0,0.0,10.0,2.0,1.5,1.5,2.3,3.8,49.0,135.0,66.0,0.04,0.16,0.2,0.04,0.2,0.06,0.09,0.15,0.06,0.15,ITA,MF,22.0,1994.0,25.4,1.0,36.0,6.0,16.7,1.42,0.24,0.03,0.17,25.3,5.0,0.0,0.0,1.5,1.5,0.04,-0.5,-0.5,ITA,MF,22.0,1994.0,25.4,1124.0,1369.0,82.1,19121.0,5343.0,537.0,600.0,89.5,412.0,475.0,86.7,128.0,209.0,61.2,4.0,2.3,2.1,1.7,37.0,98.0,18.0,6.0,135.0,ITA,MF,22.0,1994.0,25.4,1369.0,1272.0,92.0,46.0,5.0,19.0,62.0,12.0,33.0,11.0,14.0,0.0,1124.0,5.0,19.0,ITA,MF,22.0,1994.0,25.4,79.0,3.12,60.0,8.0,2.0,3.0,2.0,4.0,7.0,0.28,5.0,1.0,0.0,0.0,0.0,1.0,ITA,MF,22.0,1994.0,25.4,33.0,25.0,12.0,19.0,2.0,5.0,28.0,17.9,23.0,18.0,5.0,13.0,37.0,70.0,20.0,1.0,ITA,MF,22.0,1994.0,25.4,1558.0,41.0,320.0,889.0,374.0,26.0,1558.0,31.0,23.0,74.2,8.0,25.8,856.0,5618.0,2269.0,49.0,25.0,6.0,29.0,22.0,1086.0,66.0,ITA,MF,22.0,1994.0,29,2282.0,79.0,66.7,25.4,25,,20.0,4,,4,0.31,15.0,57.0,-42.0,-1.66,-0.94,21.4,50.0,-28.6,-1.13,-0.64,398,199733,IT1,4000000.0,SS Lazio
18,ITA-Serie A,1718,Benevento,Enrico Brignola,ITA,"MF,FW",18.0,1999.0,18.0,16.0,1347.0,15.0,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.7,2.7,1.3,4.1,45.0,42.0,74.0,0.2,0.13,0.33,0.2,0.33,0.18,0.09,0.27,0.18,0.27,ITA,"MF,FW",18.0,1999.0,15.0,3.0,32.0,9.0,28.1,2.14,0.6,0.09,0.33,19.7,0.0,0.0,0.0,2.7,2.7,0.09,0.3,0.3,ITA,"MF,FW",18.0,1999.0,15.0,383.0,480.0,79.8,5665.0,1225.0,206.0,235.0,87.7,137.0,162.0,84.6,21.0,35.0,60.0,2.0,1.3,1.0,0.7,19.0,19.0,9.0,1.0,42.0,ITA,"MF,FW",18.0,1999.0,15.0,480.0,471.0,8.0,0.0,2.0,1.0,16.0,5.0,2.0,1.0,0.0,0.0,383.0,1.0,23.0,ITA,"MF,FW",18.0,1999.0,15.0,49.0,3.27,31.0,2.0,7.0,6.0,2.0,1.0,3.0,0.2,2.0,0.0,1.0,0.0,0.0,0.0,ITA,"MF,FW",18.0,1999.0,15.0,28.0,21.0,17.0,10.0,1.0,12.0,38.0,31.6,26.0,13.0,0.0,13.0,6.0,34.0,7.0,0.0,ITA,"MF,FW",18.0,1999.0,15.0,654.0,7.0,111.0,306.0,246.0,47.0,654.0,48.0,24.0,50.0,24.0,50.0,456.0,3664.0,1415.0,45.0,32.0,28.0,33.0,42.0,520.0,74.0,ITA,"MF,FW",18.0,1999.0,18,1347.0,75.0,39.4,15.0,16,,8.0,2,,9,1.17,22.0,26.0,-4.0,-0.27,1.77,19.1,22.5,-3.4,-0.23,1.15,6574,323147,IT1,2500000.0,US Sassuolo
19,ITA-Serie A,1718,Benevento,Fabio Ceravolo,ITA,FW,30.0,1987.0,1.0,1.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,ITA,FW,30.0,1987.0,0.6,0.0,1.0,0.0,0.0,1.58,0.0,0.0,,11.1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,ITA,FW,30.0,1987.0,0.6,7.0,11.0,63.6,104.0,6.0,5.0,8.0,62.5,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,FW,30.0,1987.0,0.6,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,ITA,FW,30.0,1987.0,0.6,1.0,1.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,FW,30.0,1987.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,ITA,FW,30.0,1987.0,0.6,19.0,0.0,0.0,10.0,9.0,1.0,19.0,2.0,0.0,0.0,2.0,100.0,13.0,58.0,7.0,0.0,0.0,0.0,3.0,1.0,15.0,3.0,ITA,FW,30.0,1987.0,1,57.0,57.0,1.7,0.6,1,,0.0,0,,0,0.0,0.0,1.0,-1.0,-1.58,-0.24,0.4,0.9,-0.6,-0.89,0.03,130,35743,IT1,1900000.0,
20,ITA-Serie A,1718,Benevento,Gaetano Letizia,ITA,DF,27.0,1990.0,29.0,25.0,2141.0,23.8,1.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0.8,0.8,1.0,1.8,94.0,100.0,109.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,ITA,DF,27.0,1990.0,23.8,1.0,22.0,5.0,22.7,0.92,0.21,0.05,0.2,27.1,1.0,0.0,0.0,0.8,0.8,0.04,0.2,0.2,ITA,DF,27.0,1990.0,23.8,999.0,1298.0,77.0,18067.0,5598.0,477.0,549.0,86.9,362.0,455.0,79.6,135.0,229.0,59.0,0.0,1.0,0.9,-1.0,21.0,82.0,20.0,10.0,100.0,ITA,DF,27.0,1990.0,23.8,1298.0,1083.0,207.0,33.0,2.0,28.0,104.0,172.0,2.0,1.0,0.0,0.0,999.0,8.0,32.0,ITA,DF,27.0,1990.0,23.8,52.0,2.18,33.0,6.0,6.0,2.0,3.0,2.0,3.0,0.13,2.0,0.0,0.0,1.0,0.0,0.0,ITA,DF,27.0,1990.0,23.8,36.0,26.0,21.0,14.0,1.0,19.0,49.0,38.8,30.0,24.0,3.0,21.0,33.0,69.0,47.0,3.0,ITA,DF,27.0,1990.0,23.8,1526.0,74.0,490.0,684.0,380.0,16.0,1526.0,63.0,38.0,60.3,25.0,39.7,790.0,5944.0,3948.0,94.0,59.0,7.0,39.0,23.0,903.0,109.0,ITA,DF,27.0,1990.0,29,2141.0,74.0,62.6,23.8,25,,16.0,4,,7,0.48,18.0,45.0,-27.0,-1.13,0.55,23.3,38.2,-14.9,-0.63,0.78,4171,160560,IT1,1500000.0,
21,ITA-Serie A,1718,Benevento,Gianluca Di Chiara,ITA,DF,23.0,1993.0,13.0,11.0,1007.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.6,0.7,22.0,50.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,ITA,DF,23.0,1993.0,11.2,0.0,5.0,0.0,0.0,0.45,0.0,0.0,,30.3,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,ITA,DF,23.0,1993.0,11.2,485.0,633.0,76.6,8501.0,3663.0,223.0,247.0,90.3,198.0,242.0,81.8,52.0,112.0,46.4,0.0,0.6,0.7,-0.6,13.0,43.0,5.0,4.0,50.0,ITA,DF,23.0,1993.0,11.2,633.0,527.0,100.0,18.0,0.0,5.0,35.0,75.0,7.0,2.0,4.0,0.0,485.0,6.0,14.0,ITA,DF,23.0,1993.0,11.2,25.0,2.23,17.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,23.0,1993.0,11.2,26.0,19.0,18.0,6.0,2.0,7.0,21.0,33.3,14.0,10.0,3.0,7.0,11.0,37.0,37.0,1.0,ITA,DF,23.0,1993.0,11.2,743.0,55.0,264.0,363.0,123.0,4.0,743.0,6.0,3.0,50.0,3.0,50.0,384.0,1984.0,1218.0,22.0,17.0,0.0,13.0,7.0,461.0,23.0,ITA,DF,23.0,1993.0,13,1007.0,77.0,29.4,11.2,11,,9.0,2,,8,0.31,6.0,29.0,-23.0,-2.06,-1.01,9.3,26.5,-17.2,-1.53,-0.87,4171,189340,IT1,1750000.0,
22,ITA-Serie A,1718,Benevento,Giovanni Volpicelli,ITA,MF,17.0,1999.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.84,0.84,ITA,MF,17.0,1999.0,0.0,0.0,1.0,0.0,0.0,22.5,0.0,0.0,,28.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,ITA,MF,17.0,1999.0,0.0,1.0,1.0,100.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,MF,17.0,1999.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ITA,MF,17.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,MF,17.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,MF,17.0,1999.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ITA,MF,17.0,1999.0,1,4.0,4.0,0.1,0.0,0,,0.0,1,,10,3.0,0.0,0.0,0.0,0.0,1.34,0.0,0.4,-0.3,-9.73,-8.82,4171,387017,IT1,100000.0,
23,ITA-Serie A,1718,Benevento,Karamoko Cissé,GUI,"FW,MF",28.0,1988.0,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.0,0.62,GUI,"FW,MF",28.0,1988.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,GUI,"FW,MF",28.0,1988.0,0.2,2.0,5.0,40.0,55.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.1,0.0,-0.1,1.0,0.0,1.0,0.0,1.0,GUI,"FW,MF",28.0,1988.0,0.2,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,GUI,"FW,MF",28.0,1988.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GUI,"FW,MF",28.0,1988.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GUI,"FW,MF",28.0,1988.0,0.2,7.0,0.0,1.0,1.0,5.0,2.0,7.0,0.0,0.0,,0.0,,5.0,36.0,30.0,1.0,0.0,1.0,1.0,0.0,6.0,3.0,GUI,"FW,MF",28.0,1988.0,2,14.0,7.0,0.4,0.2,0,,0.0,2,,0,0.0,0.0,0.0,0.0,0.0,1.35,0.4,0.1,0.3,2.11,3.04,4171,65635,IT1,700000.0,
24,ITA-Serie A,1718,Benevento,Ledian Memushaj,ALB,MF,30.0,1986.0,17.0,15.0,1258.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.1,1.8,37.0,78.0,43.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,ALB,MF,30.0,1986.0,14.0,0.0,18.0,2.0,11.1,1.29,0.14,0.0,0.0,23.4,1.0,0.0,0.0,0.7,0.7,0.04,-0.7,-0.7,ALB,MF,30.0,1986.0,14.0,542.0,682.0,79.5,8230.0,3131.0,296.0,325.0,91.1,173.0,217.0,79.7,42.0,79.0,53.2,0.0,1.1,1.1,-1.1,19.0,59.0,8.0,2.0,78.0,ALB,MF,30.0,1986.0,14.0,682.0,625.0,50.0,26.0,2.0,5.0,29.0,9.0,15.0,3.0,10.0,0.0,542.0,7.0,13.0,ALB,MF,30.0,1986.0,14.0,40.0,2.86,34.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALB,MF,30.0,1986.0,14.0,28.0,18.0,11.0,13.0,4.0,7.0,30.0,23.3,23.0,24.0,5.0,19.0,10.0,38.0,10.0,1.0,ALB,MF,30.0,1986.0,14.0,828.0,19.0,167.0,463.0,212.0,17.0,828.0,40.0,23.0,57.5,17.0,42.5,505.0,3379.0,1711.0,37.0,26.0,5.0,23.0,26.0,586.0,43.0,ALB,MF,30.0,1986.0,17,1258.0,74.0,36.8,14.0,15,,10.0,2,,9,0.41,7.0,31.0,-24.0,-1.72,-0.59,13.1,23.3,-10.3,-0.73,0.29,4171,139634,IT1,800000.0,
